card_id,card_zh_cnt,card_lb_cnt,card_xz_cnt,card_brand_cnt,card_product_cnt,card_zh,card_lb,card_xz,card_brand,card_product,flow_mtcnt,flow_daycnt,flowcnt_t,flowcnt_6,flowcnt_3,min_dtseg,max_dtseg,flowcnt_wkd,flowcnt_wke,top_trdtz,n_trdtz,top_trdwkd,n_trdwkd,succ_cnt1,succ_cnt6,succ_cnt3,succ_late,fail_late,cash_cnt1,cash_cnt6,cash_cnt3,cash_amt1,cash_amt6,cash_amt3,cashmax_amt1,cashmax_amt6,cashmax_amt3,cons_cnt1,cons_cnt6,cons_cnt3,cons_amt1,cons_amt6,cons_amt3,consmax_amt1,consmax_amt6,consmax_amt3,consnigt_cnt1,consnigt_cnt6,consnigt_cnt3,transout_cnt1,transout_cnt6,transout_cnt3,transout_amt1,transout_amt6,transout_amt3,transoutmax_amt1,transoutmax_amt6,transoutmax_amt3,transin_cnt1,transin_cnt6,transin_cnt3,transin_amt1,transin_amt6,transin_amt3,transinmax_amt1,transinmax_amt6,transinmax_amt3,cre_cash_cnt,cre_cash_amt,kj_cnt,kj_amt,zx_cnt,zx_amt,trade_amt1,trade_amt6,trade_amt3,consnigt_amt1,consnigt_amt6,consnigt_amt3,arg_cashamt,arg_consamt,avg_nigconsamt,arg_tout_amt,arg_crecash_amt,arg_zx_amt,arg_cashzb_cnt,arg_conszb_cnt,arg_nigconszb_cnt,transoutzb_cnt,cre_cashzb_cnt,zxzb_cnt,arg_cashzb_amt,arg_conszb_amt,arg_nigconszb_amt,transoutzb_amt,cre_cashzb_amt,zxzb_amt,flag
4961,1,1,1,1,1,1,1,2,12,0,3,9,15,15,11,29,149,9,6,even,7,1,4,7,13,11,0,1,0,0,0,0,0,0,0,0,0,6,9,8,15549.8,22564.8,21969.8,9860,9860,9860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15549.79,22564.76,21969.77,0,0,0,0,2507.2,0,0,0,0,0,0.6,0,0,0,0,0,1.000001,0,0,0,0,1
4962,1,1,1,1,1,3,1,2,2,0,5,8,16,16,4,12,179,4,12,aftr,9,6,7,4,11,6,0,5,0,0,0,0,0,0,0,0,0,4,10,6,16201.05,38218.85,26986.55,4650.55,5950,5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16201.05,38218.84,26986.55,0,0,0,0,3821.88,0,0,0,0,0,0.625,0,0,0,0,0,1.000000,0,0,0,0,1
4963,1,1,1,1,1,1,1,1,12,0,3,4,8,8,8,8,60,6,2,earl,4,2,4,7,8,8,0,999,3,3,3,5200,5200,5200,3000,3000,3000,0,1,1,0,40,40,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5199.96,5239.96,5239.96,0,0,0,17333.3,40,0,0,0,0,0.375,0.125,0,0,0,0,0.992373,0.007633,0,0,0,0,1
4964,1,1,1,1,1,1,1,2,1,0,5,11,23,23,14,26,179,12,11,noon,13,4,6,3,21,13,0,3,0,0,0,0,0,0,0,0,0,2,17,9,10050,39531,20032,9050,9050,9050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10049.99,39530.96,20031.96,0,0,0,0,2325.35,0,0,0,0,0,0.739130,0,0,0,0,0,1.000001,0,0,0,0,1
4967,1,1,1,1,1,1,1,1,12,AA,4,16,34,34,27,8,95,19,15,dusk,14,2,11,15,31,31,0,1,9,24,24,13900,50900,50900,3000,4000,4000,1,1,1,199,199,199,199,199,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14098.95,51098.94,51098.94,0,0,0,21208.3,199,0,0,0,0,0.705882,0.029411,0,0,0,0,0.996106,0.003894,0,0,0,0,1
4968,1,1,1,1,1,1,1,1,12,0,4,13,19,19,14,5,138,11,8,morn,7,2,6,10,16,12,0,0,0,0,0,0,0,0,0,0,0,1,2,1,126,47800,126,126,47674,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,135694.9,148666.1,322665.7,161940.1,0,0,0,0,23900,0,0,0,27138.99,0,0.105263,0,0,0,0.263157,0,0.148140,0,0,0,0.420543,0
4969,1,1,1,1,1,1,1,2,12,0,1,1,7,7,0,171,171,0,7,morn,7,6,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,1,1,1,1,1,1,1,1,12,0,1,1,1,1,1,29,29,1,0,morn,1,2,1,1,1,1,0,999,0,0,0,0,0,0,0,0,0,1,1,1,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,0,0,0,0,1000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4970,1,1,1,1,1,1,1,2,12,0,2,3,5,5,5,16,60,2,3,aftr,2,5,3,3,5,5,0,999,1,2,2,1300,3300,3300,1300,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3300,0,0,0,0,1299.98,3299.97,3299.97,0,0,0,16500,0,0,0,1650,0,0.4,0,0,0,0.4,0,1.000009,0,0,0,1.000009,0,1
4971,1,1,1,1,1,1,1,1,12,0,1,2,3,3,3,44,46,0,3,morn,2,5,2,3,3,3,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.01,-0.03,-0.03,-0.03,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,0,0.333333,0,0,0,0,0,0,1
4973,1,1,1,1,1,1,1,1,12,0,1,4,4,4,4,1,13,3,1,noon,2,6,1,4,4,4,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46014.47,46014.47,46014.47,46014.47,0,0,0,0,0,0,0,0,11503.61,0,0,0,0,0,1,0,0,0,0,0,1,1
4974,1,1,1,1,1,1,1,2,1,0,4,5,12,12,7,29,160,7,5,noon,5,6,5,5,11,7,0,5,0,0,0,0,0,0,0,0,0,4,10,6,28800,69740,43100,9468,9468,9468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28799.99,69739.99,43099.99,0,0,0,0,6974,0,0,0,0,0,0.833333,0,0,0,0,0,1.000000,0,0,0,0,0
4975,1,1,1,1,1,1,1,2,12,0,4,9,14,14,4,20,157,11,3,morn,5,4,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4030,4030,4030,2200,2200,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4029.99,4029.98,4029.99,0,0,0,0,2015,0,0,0,0,0,0.142857,0,0,0,0,0,1.000004,0,0,0,0,1
4976,1,1,1,1,1,1,1,2,12,0,5,13,17,17,8,2,154,14,3,aftr,8,2,6,6,16,13,0,0,0,0,0,0,0,0,0,0,0,5,15,12,3393.5,67386.4,34836.4,1800,19280,18280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4485.5,68478.4,35928.4,0,0,0,0,4492.42,0,0,0,0,0,0.882352,0,0,0,0,0,0.984053,0,0,0,0,1
4977,1,1,1,1,1,1,1,2,12,0,3,4,4,4,0,94,175,2,2,noon,2,6,1,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,3,1,0,838.18,500,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838.18,500,0,0,0,0,279.39,0,0,0,0,0,0.75,0,0,0,0,0,1,0,0,0,0,1
4979,1,1,1,1,1,1,1,2,1,0,6,43,59,59,35,2,178,31,28,morn,17,6,13,26,59,40,0,999,0,0,0,0,0,0,0,0,0,22,55,36,110881.7,309478.8,245948.7,31030,50000,50000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.04,110881.6,309478.7,245948.6,69,339,339,0,5626.88,169.5,0,0,-0.01,0,0.932203,0.033898,0,0,0.067796,0,1.000000,0.001095,0,0,-1.29E-0,1
498,1,1,1,1,1,1,1,2,12,0,6,10,11,11,6,6,174,7,4,dusk,5,3,4,5,10,7,0,5,0,0,0,0,0,0,0,0,0,4,9,6,2488.5,16238.43,3238.43,1800,6500,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488.49,16238.42,3238.42,0,0,0,0,1804.27,0,0,0,0,0,0.818181,0,0,0,0,0,1.000000,0,0,0,0,1
4980,1,1,1,1,1,1,1,1,12,0,2,3,3,3,3,8,41,3,0,morn,1,3,1,3,3,3,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.01,2910,2910,2910,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,0,0.333333,0,0,0,0,0,-3.44E-0,1
4981,1,1,1,1,1,1,1,2,2,0,1,3,3,3,3,3,5,0,3,dusk,2,7,1,3,3,3,0,999,0,0,0,0,0,0,0,0,0,3,3,3,99.4,99.4,99.4,42.8,42.8,42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4,99.4,99.4,0,0,0,0,33.13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4982,1,1,1,1,1,1,1,1,12,0,4,6,13,13,1,38,174,10,3,morn,5,3,5,1,11,2,0,5,0,2,0,0,5500,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1000,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,6499.93,-0.02,0,0,0,27500,0,0,500,0,0,0.153846,0,0,0.153846,0,0,0.846162,0,0,0.153847,0,0,1
4983,1,1,1,1,1,1,1,2,12,0,4,9,18,18,12,26,153,13,5,noon,5,3,5,4,15,13,0,2,0,0,0,0,0,0,0,0,0,4,13,12,29100,86904,84104,18500,21528,21528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29100,86903.98,84103.99,0,0,0,0,6684.92,0,0,0,0,0,0.722222,0,0,0,0,0,1.000000,0,0,0,0,1
4984,1,1,1,1,1,1,1,1,12,AA,1,1,1,1,0,153,153,1,0,noon,1,3,1,0,1,0,5,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4985,1,1,1,1,1,1,1,2,12,0,6,33,58,58,30,9,168,41,17,aftr,18,4,12,15,54,38,0,0,0,1,0,0,2000,0,0,2000,0,8,40,26,31805.08,55220.78,48137.18,15320,15320,15320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,0,0,0,0,31805.01,57901.68,48818.09,0,0,0,20000,1380.51,0,0,2000,0,0.017241,0.689655,0,0,0.017241,0,0.034541,0.953699,0,0,0.034541,0,1
4986,1,1,1,1,1,1,1,1,12,0,1,3,8,8,0,167,175,8,0,aftr,5,2,6,0,8,0,5,999,0,0,0,0,0,0,0,0,0,0,8,0,0,279747.3,0,0,101256.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279747.3,0,0,80000,0,0,34968.42,40000,0,0,0,0,1,0.25,0,0,0,0,1,0.285972,0,0,0,1
4987,1,1,1,1,1,1,1,2,12,0,3,8,20,20,10,22,96,10,10,aftr,10,6,8,6,13,13,0,1,0,0,0,0,0,0,0,0,0,6,11,11,77858,116752,116752,24592,24592,24592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10046.99,77858,116851.9,116851.9,0,0,0,0,10613.81,0,0,0,2511.747,0,0.55,0,0,0,0.2,0,0.999144,0,0,0,0.085980,1
4989,1,1,1,1,1,1,1,2,12,0,6,10,17,17,7,4,157,9,8,dusk,7,6,6,5,15,9,0,1,0,0,0,0,0,0,0,0,0,4,14,8,5625,14760.71,11113.7,2700,3000,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.01,5624.99,14760.7,11113.69,0,0,0,0,1054.33,0,0,0,-0.01,0,0.823529,0,0,0,0.058823,0,1.000000,0,0,0,-6.77E-0,0
499,1,1,1,1,1,1,1,1,12,AA,6,17,50,50,27,14,167,15,35,aftr,18,6,16,10,42,31,0,0,5,22,16,11000,43000,34000,3000,3000,3000,2,5,5,4080,99080,99080,3300,48700,48700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15079.97,142079.8,133079.9,0,0,0,19545.4,19816,0,0,0,0,0.44,0.1,0,0,0,0,0.302646,0.697354,0,0,0,0,1
4990,1,1,1,1,1,1,1,2,12,0,6,10,19,19,8,27,177,10,9,morn,8,7,8,4,18,11,0,5,0,0,0,0,0,0,0,0,0,3,9,7,30050,90274,59966,15050,15250,15250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30049.99,90273.91,59965.96,0,0,0,0,10030.44,0,0,0,0,0,0.473684,0,0,0,0,0,1.000000,0,0,0,0,1
4991,1,1,1,1,1,1,1,2,1,0,6,21,38,38,16,8,173,23,15,aftr,11,7,9,10,34,21,0,4,0,1,1,0,2000,2000,0,2000,2000,9,29,18,9032.41,27716.95,16527.82,3400,5660,3400,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,0,0,1,20,9608.41,37592.95,20103.82,3000,3000,3000,20000,955.75,3000,0,2000,20,0.026315,0.763157,0.026315,0,0.026315,0.026315,0.053201,0.737291,0.079802,0,0.053201,0.000532,0
4992,1,1,1,1,1,1,1,1,12,0,1,2,4,4,0,95,113,2,2,earl,2,7,2,0,4,4,3,999,0,2,2,0,2100,2100,0,1800,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099.98,2099.98,0,0,0,10500,0,0,0,0,0,0.5,0,0,0,0,0,1.000009,0,0,0,0,0,1
4995,1,1,2,1,1,1,1,1,12,0,4,17,41,41,37,6,101,30,11,noon,12,4,10,31,35,35,0,1,0,0,0,0,0,0,0,0,0,19,22,22,56109,108903,108903,19880,49988,49988,0,0,0,4,4,4,31200,31200,31200,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103508.9,156302.9,156302.9,0,0,0,0,4950.13,0,7800,0,0,0,0.536585,0,0.097560,0,0,0,0.696743,0,0.199612,0,0,1
4996,1,1,1,1,1,1,1,1,12,0,6,131,263,263,139,1,176,183,80,morn,131,2,99,94,260,177,0,0,0,10,0,0,18000,0,0,2000,0,13,24,15,1996.59,152278.7,30976.59,328,77614.15,20000,9,9,9,2,2,2,10000,10000,10000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,11,1892,29,93528.09,212421.4,694768.9,440789.7,1764,1764,1764,18000,6344.94,196,5000,0,3225.106,0.038022,0.091254,0.034220,0.007604,0,0.110266,0.025907,0.219179,0.002538,0.014393,0,0.134617,1
4997,1,1,1,1,1,1,1,1,12,0,3,4,15,15,15,1,63,15,0,morn,4,2,9,2,11,11,0,0,1,9,9,3000,23000,23000,3000,3000,3000,0,1,1,0,1000,1000,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2999.99,23999.99,23999.99,0,0,0,25555.5,1000,0,0,0,0,0.6,0.066666,0,0,0,0,0.958333,0.041666,0,0,0,0,1
4998,1,1,1,1,1,1,1,1,12,0,5,15,17,17,11,14,158,11,6,morn,6,3,5,6,14,8,0,1,1,1,1,500,500,500,500,500,500,4,7,4,192434,213900,192434,159644,159644,159644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192934,214399.9,192934,0,0,0,5000,30557.14,0,0,0,0,0.058823,0.411764,0,0,0,0,0.002332,0.997667,0,0,0,0,1
4999,1,1,1,1,1,1,1,1,12,0,5,11,15,15,7,16,169,10,5,noon,5,1,7,7,15,8,0,999,2,2,2,400,400,400,200,200,200,3,10,4,1738,7556,2260,685,1476,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137.98,7955.97,2659.98,0,0,0,2000,755.6,0,0,0,0,0.133333,0.666666,0,0,0,0,0.050276,0.949727,0,0,0,0,1
5,1,1,1,1,1,1,1,1,12,0,1,2,2,2,2,76,79,1,1,noon,1,7,1,0,2,2,2,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,1,1,1,1,1,1,1,2,12,0,6,8,18,18,13,14,170,14,4,even,7,3,8,5,10,7,0,0,0,0,0,0,0,0,0,0,0,5,10,7,24239,66919,44519,9150,16580,16580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24239,66919,44519,0,0,0,0,6691.9,0,0,0,0,0,0.555555,0,0,0,0,0,1,0,0,0,0,1
500,1,1,1,1,1,1,1,2,12,0,4,8,23,23,7,8,168,19,4,dusk,9,2,12,4,11,4,0,0,0,0,0,0,0,0,0,0,0,4,11,4,8000,46000,8000,4000,12258,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,46000,8000,0,0,0,0,4181.81,0,0,0,0,0,0.478260,0,0,0,0,0,1,0,0,0,0,1
5000,1,1,1,1,1,1,1,1,12,0,5,10,13,13,9,53,152,10,3,aftr,5,1,4,2,12,10,0,4,0,1,1,0,1500,1500,0,1500,1500,2,10,9,20000,154174,118474,10000,35700,25000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,151600,20000,155673.9,119974,0,20000,20000,15000,15417.4,20000,0,0,16844.44,0.076923,0.769230,0.076923,0,0,0.692307,0.009635,0.990364,0.128473,0,0,0.973829,1
5002,1,1,1,1,1,1,1,1,12,0,6,48,139,139,41,11,179,97,42,dusk,38,4,43,15,107,40,0,0,1,18,4,3000,38200,6000,3000,3000,3000,9,50,23,507186,1951803.,1165726.,200020,200020,200020,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.03,510185.9,1990003.,1171726.,30020,30020,30020,21222.2,39036.07,30020,0,0,-0.01,0.129496,0.359712,0.007194,0,0,0.021582,0.019195,0.980804,0.015085,0,0,-1.51E-0,1
5004,1,1,1,1,1,1,1,2,12,0,6,9,13,13,8,19,167,8,5,noon,7,2,6,2,9,7,0,1,0,0,0,0,0,0,0,0,0,2,8,6,15520,50824.5,37400,10120,10120,10120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15520,50824.49,37399.99,0,5000,0,0,6353.06,5000,0,0,0,0,0.615384,0.076923,0,0,0,0,1.000000,0.098377,0,0,0,1
5005,1,1,1,1,1,1,1,1,12,0,5,18,20,20,4,30,179,12,8,aftr,6,7,5,1,20,5,1,999,0,0,0,0,0,0,0,0,0,1,20,5,3000,471001,59501,3000,83000,41000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,471001,59501,0,0,0,0,23550.05,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5007,1,1,1,1,1,1,1,2,12,0,2,4,4,4,3,79,94,1,3,morn,2,5,2,0,4,4,2,999,0,0,0,0,0,0,0,0,0,0,4,4,0,33008.11,33008.11,0,32000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33008.11,33008.11,0,0,0,0,8252.02,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5008,1,1,1,1,1,1,1,2,2,0,3,7,10,10,8,16,95,4,6,dusk,5,5,3,6,8,8,0,0,0,0,0,0,0,0,0,0,0,5,7,7,18354,23074,23074,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18353.99,23073.99,23073.99,0,0,0,0,3296.28,0,0,0,0,0,0.7,0,0,0,0,0,1.000000,0,0,0,0,1
5009,1,1,1,1,1,1,1,2,12,0,6,19,31,31,10,9,163,20,11,aftr,8,1,9,2,24,15,0,0,0,0,0,0,0,0,0,0,0,2,16,7,12726,21805.5,19940.5,6500,6500,6500,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12726,22223.44,20358.44,0,931,402,0,1362.84,310.3333,0,0,0,0,0.516129,0.096774,0,0,0,0,0.981193,0.041892,0,0,0,1
501,1,1,1,1,1,1,1,1,12,0,5,7,9,9,8,11,149,6,3,aftr,3,3,5,4,7,6,0,2,0,0,0,0,0,0,0,0,0,3,6,5,7428,99928,97028,3000,89000,89000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7428,99928,97028,0,0,0,0,16654.66,0,0,0,0,0,0.666666,0,0,0,0,0,1,0,0,0,0,1
5011,1,1,1,1,1,1,1,2,12,0,2,2,2,2,2,11,55,1,1,noon,1,6,1,2,2,2,0,999,0,0,0,0,0,0,0,0,0,1,1,1,3000,3000,3000,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2999.99,2999.99,2999.99,0,0,0,0,3000,0,0,0,0,0,0.5,0,0,0,0,0,1.000003,0,0,0,0,1
5012,1,1,1,1,1,1,1,2,1,0,6,27,34,34,20,2,177,24,10,aftr,14,1,9,12,34,25,0,999,0,0,0,0,0,0,0,0,0,12,34,25,8325.2,42057.9,16881.9,6120,15006.5,6120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,250,8325.2,42057.9,16881.9,0,0,0,0,1236.99,0,0,0,50,0,1,0,0,0,0.147058,0,1,0,0,0,0.005944,1
5013,1,1,1,1,1,1,1,1,12,0,6,9,9,9,5,7,157,5,4,noon,4,7,2,3,9,6,0,999,0,0,0,0,0,0,0,0,0,3,9,6,18856,42482,27516.9,14340,14340,14340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18856,42482,27516.9,0,0,0,0,4720.22,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5014,1,1,1,1,1,1,1,1,12,0,2,4,6,6,5,32,94,2,4,noon,2,5,4,5,6,6,1,999,0,0,0,0,0,0,0,0,0,2,3,3,450,460,460,350,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.97,459.97,459.97,0,0,0,0,153.33,0,0,0,0,0,0.5,0,0,0,0,0,1.000065,0,0,0,0,1
5015,2,1,2,2,1,1,1,1,1,0,6,55,115,115,79,1,178,58,57,morn,28,7,20,41,108,81,0,0,4,9,6,4700,8900,6400,2000,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,10,39,31,27420,133010,114060,6300,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101801.8,328615.5,253689.7,0,0,0,9888.8,0,0,3410.512,0,0,0.078260,0,0,0.339130,0,0,0.027083,0,0,0.404758,0,0,1
5016,1,1,2,1,1,1,1,2,12,0,1,1,2,2,2,14,14,2,0,even,2,3,2,2,2,2,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,46000,46000,46000,23000,23000,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46000,46000,46000,0,0,0,0,0,0,23000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5017,1,1,1,1,1,1,1,1,12,0,3,8,13,13,11,5,94,2,11,morn,7,5,5,11,13,13,0,999,3,4,4,400,500,500,200,200,200,4,4,4,3053.89,3053.89,3053.89,2303.88,2303.88,2303.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2303.89,3453.85,3553.84,3553.84,0,0,0,1250,763.47,0,0,0,1151.945,0.307692,0.307692,0,0,0,0.153846,0.140692,0.859321,0,0,0,0.648281,1
5018,1,1,1,1,1,1,1,2,12,0,6,26,98,98,59,7,176,90,8,aftr,36,3,38,15,52,36,0,0,0,0,0,0,0,0,0,0,0,15,46,32,50786,129280.4,92711.01,9865,9865,9865,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50786,131606.3,93638.99,0,9626,9626,0,2810.44,4813,0,0,0,0,0.469387,0.020408,0,0,0,0,0.982326,0.073142,0,0,0,1
502,1,1,1,1,1,1,1,3,12,0,2,4,13,13,13,2,35,10,3,dusk,7,2,8,10,10,10,0,1,0,0,0,0,0,0,0,0,0,8,8,8,21300.2,21300.2,21300.2,9000,9000,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.18,21300.18,21300.18,21300.18,0,0,0,0,2662.52,0,0,0,0.045,0,0.615384,0,0,0,0.307692,0,1.000000,0,0,0,8.45E-06,1
5020,1,1,1,1,1,1,1,2,12,0,6,11,19,19,7,6,157,8,11,aftr,12,6,5,5,14,8,0,1,0,0,0,0,0,0,0,0,0,3,11,6,29864,74273,54594,14326,14326,14326,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29863.99,74272.98,54593.99,0,467,0,0,6752.09,467,0,0,0,0,0.578947,0.052631,0,0,0,0,1.000000,0.006287,0,0,0,1
5022,1,1,1,1,1,1,1,1,11,0,3,3,7,7,4,12,163,0,7,even,3,5,4,4,7,4,0,999,1,4,1,5000,10100,5000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.01,4999.97,10099.97,4999.97,0,0,0,25250,0,0,0,0,-0.01,0.571428,0,0,0,0,0.142857,1.000002,0,0,0,0,-9.90E-0,1
